name,output,confidence,reason,check_frame
009_莫干山_待人工分类_裁剪分割__CV002_S009.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\009_莫干山_待人工分类_裁剪分割__CV002_S009__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.2% h=64.2%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0637.jpg
016_莫干山_待人工分类_裁剪分割__CV002_S016.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\016_莫干山_待人工分类_裁剪分割__CV002_S016__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0643.jpg
019_莫干山_待人工分类_裁剪分割__CV002_S019.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\019_莫干山_待人工分类_裁剪分割__CV002_S019__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=66.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0646.jpg
025_莫干山_待人工分类_裁剪分割__CV002_S025.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\025_莫干山_待人工分类_裁剪分割__CV002_S025__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=75.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0652.jpg
034_莫干山_待人工分类_裁剪分割__CV002_S034.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\034_莫干山_待人工分类_裁剪分割__CV002_S034__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.3% h=61.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0661.jpg
036_莫干山_待人工分类_裁剪分割__CV002_S036.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\036_莫干山_待人工分类_裁剪分割__CV002_S036__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=45.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0663.jpg
039_莫干山_待人工分类_裁剪分割__CV002_S039.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\039_莫干山_待人工分类_裁剪分割__CV002_S039__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=59.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0666.jpg
145_莫干山_待人工分类_裁剪分割__CV010_S002.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\145_莫干山_待人工分类_裁剪分割__CV010_S002__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=12.9% h=53.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0668.jpg
146_莫干山_待人工分类_裁剪分割__CV010_S003.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\146_莫干山_待人工分类_裁剪分割__CV010_S003__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=7.6% h=58.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0669.jpg
149_莫干山_待人工分类_裁剪分割__CV010_S006.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\149_莫干山_待人工分类_裁剪分割__CV010_S006__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=7.6% h=58.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0672.jpg
151_莫干山_待人工分类_裁剪分割__CV010_S008.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\151_莫干山_待人工分类_裁剪分割__CV010_S008__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=7.6% h=58.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0674.jpg
198_莫干山_待人工分类_裁剪分割__CV014_S002.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\198_莫干山_待人工分类_裁剪分割__CV014_S002__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=9.1% h=65.4%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0684.jpg
200_莫干山_待人工分类_裁剪分割__CV014_S004.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\200_莫干山_待人工分类_裁剪分割__CV014_S004__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.7% h=56.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0686.jpg
203_莫干山_待人工分类_裁剪分割__CV014_S007.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\203_莫干山_待人工分类_裁剪分割__CV014_S007__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=80.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0689.jpg
204_莫干山_待人工分类_裁剪分割__CV014_S008.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\204_莫干山_待人工分类_裁剪分割__CV014_S008__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=9.1% h=66.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0690.jpg
205_莫干山_待人工分类_裁剪分割__CV014_S009.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\205_莫干山_待人工分类_裁剪分割__CV014_S009__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0691.jpg
206_莫干山_待人工分类_裁剪分割__CV014_S010.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\206_莫干山_待人工分类_裁剪分割__CV014_S010__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=74.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0692.jpg
210_莫干山_待人工分类_裁剪分割__CV014_S014.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\210_莫干山_待人工分类_裁剪分割__CV014_S014__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=75.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0696.jpg
211_莫干山_待人工分类_裁剪分割__CV014_S015.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\211_莫干山_待人工分类_裁剪分割__CV014_S015__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=74.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0697.jpg
212_莫干山_待人工分类_裁剪分割__CV014_S016.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\212_莫干山_待人工分类_裁剪分割__CV014_S016__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=10.0% h=64.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0698.jpg
214_莫干山_待人工分类_裁剪分割__CV014_S018.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\214_莫干山_待人工分类_裁剪分割__CV014_S018__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=9.7% h=65.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0700.jpg
215_莫干山_待人工分类_裁剪分割__CV014_S019.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\215_莫干山_待人工分类_裁剪分割__CV014_S019__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=12.0% h=63.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0701.jpg
217_莫干山_待人工分类_裁剪分割__CV014_S021.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\217_莫干山_待人工分类_裁剪分割__CV014_S021__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=14.0% h=60.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0703.jpg
219_莫干山_待人工分类_裁剪分割__CV014_S023.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\219_莫干山_待人工分类_裁剪分割__CV014_S023__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=74.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0705.jpg
224_莫干山_待人工分类_裁剪分割__CV014_S028.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\224_莫干山_待人工分类_裁剪分割__CV014_S028__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=10.7% h=64.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0710.jpg
338_莫干山_待人工分类_裁剪分割__CV024_S008.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\338_莫干山_待人工分类_裁剪分割__CV024_S008__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=75.2%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0717.jpg
339_莫干山_待人工分类_裁剪分割__CV024_S009.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\339_莫干山_待人工分类_裁剪分割__CV024_S009__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=75.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0718.jpg
343_莫干山_待人工分类_裁剪分割__CV024_S013.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\343_莫干山_待人工分类_裁剪分割__CV024_S013__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.4% h=58.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0722.jpg
346_莫干山_待人工分类_裁剪分割__CV024_S016.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\346_莫干山_待人工分类_裁剪分割__CV024_S016__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.2%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0725.jpg
347_莫干山_待人工分类_裁剪分割__CV024_S017.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\347_莫干山_待人工分类_裁剪分割__CV024_S017__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.1% h=65.4%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0726.jpg
355_莫干山_待人工分类_裁剪分割__CV024_S025.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\355_莫干山_待人工分类_裁剪分割__CV024_S025__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=73.2%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0734.jpg
360_莫干山_待人工分类_裁剪分割__CV024_S030.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\360_莫干山_待人工分类_裁剪分割__CV024_S030__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=70.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0739.jpg
362_莫干山_待人工分类_裁剪分割__CV024_S032.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\362_莫干山_待人工分类_裁剪分割__CV024_S032__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.8% h=45.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0740.jpg
364_莫干山_待人工分类_裁剪分割__CV024_S034.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\364_莫干山_待人工分类_裁剪分割__CV024_S034__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.0% h=60.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0742.jpg
365_莫干山_待人工分类_裁剪分割__CV024_S035.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\365_莫干山_待人工分类_裁剪分割__CV024_S035__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=73.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0743.jpg
372_莫干山_待人工分类_裁剪分割__CV024_S042.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\372_莫干山_待人工分类_裁剪分割__CV024_S042__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=79.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0749.jpg
