library,path,relative_path,width,height,duration,size_mb,mtime
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\碰杯互动\001_安吉_碰杯互动__S_V008_S039.mp4,04_餐饮美食\碰杯互动\001_安吉_碰杯互动__S_V008_S039.mp4,720,552,1.8,0.43,2026-07-03T14:04:34
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\碰杯互动\002_安吉_碰杯互动__S_V010_S008.mp4,04_餐饮美食\碰杯互动\002_安吉_碰杯互动__S_V010_S008.mp4,720,380,1.0,0.215,2026-07-03T14:04:35
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\菜品餐桌\001_安吉_菜品餐桌__S_V003_S004.mp4,04_餐饮美食\菜品餐桌\001_安吉_菜品餐桌__S_V003_S004.mp4,720,376,1.6,0.138,2026-07-03T14:04:37
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\菜品餐桌\002_安吉_菜品餐桌__S_V003_S022.mp4,04_餐饮美食\菜品餐桌\002_安吉_菜品餐桌__S_V003_S022.mp4,720,410,1.567,0.212,2026-07-03T14:04:38
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\菜品餐桌\003_安吉_菜品餐桌__S_V004_S018.mp4,04_餐饮美食\菜品餐桌\003_安吉_菜品餐桌__S_V004_S018.mp4,1080,684,1.9,0.219,2026-07-03T14:04:40
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\菜品餐桌\004_安吉_菜品餐桌__S_V004_S019.mp4,04_餐饮美食\菜品餐桌\004_安吉_菜品餐桌__S_V004_S019.mp4,1080,730,1.133,0.199,2026-07-03T14:04:41
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\菜品餐桌\005_安吉_菜品餐桌__S_V008_S011.mp4,04_餐饮美食\菜品餐桌\005_安吉_菜品餐桌__S_V008_S011.mp4,720,666,2.0,0.716,2026-07-03T14:04:44
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\菜品餐桌\006_安吉_菜品餐桌__S_V008_S012.mp4,04_餐饮美食\菜品餐桌\006_安吉_菜品餐桌__S_V008_S012.mp4,720,608,0.9,0.156,2026-07-03T14:04:45
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\菜品餐桌\007_安吉_菜品餐桌__S_V008_S013.mp4,04_餐饮美食\菜品餐桌\007_安吉_菜品餐桌__S_V008_S013.mp4,720,482,0.833,0.289,2026-07-03T14:04:47
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\菜品餐桌\008_安吉_菜品餐桌__S_V008_S014.mp4,04_餐饮美食\菜品餐桌\008_安吉_菜品餐桌__S_V008_S014.mp4,720,608,0.667,0.223,2026-07-03T14:04:48
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\菜品餐桌\010_安吉_菜品餐桌__S_V008_S038.mp4,04_餐饮美食\菜品餐桌\010_安吉_菜品餐桌__S_V008_S038.mp4,720,610,2.4,0.715,2026-07-03T14:04:52
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\菜品餐桌\011_安吉_菜品餐桌__S_V009_S006.mp4,04_餐饮美食\菜品餐桌\011_安吉_菜品餐桌__S_V009_S006.mp4,720,544,2.0,0.469,2026-07-03T14:04:54
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\菜品餐桌\012_安吉_菜品餐桌__S_V009_S016.mp4,04_餐饮美食\菜品餐桌\012_安吉_菜品餐桌__S_V009_S016.mp4,720,564,2.967,1.072,2026-07-03T14:04:57
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\菜品餐桌\013_安吉_菜品餐桌__S_V010_S007.mp4,04_餐饮美食\菜品餐桌\013_安吉_菜品餐桌__S_V010_S007.mp4,720,462,3.867,0.774,2026-07-03T14:05:00
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\菜品餐桌\014_安吉_菜品餐桌__S_V011_S027.mp4,04_餐饮美食\菜品餐桌\014_安吉_菜品餐桌__S_V011_S027.mp4,720,608,2.667,0.101,2026-07-03T14:05:27
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\山地越野车\001_安吉_山地越野车__S_V004_S021.mp4,05_项目活动\山地越野车\001_安吉_山地越野车__S_V004_S021.mp4,1080,746,2.5,0.995,2026-07-03T14:05:41
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\山地越野车\002_安吉_山地越野车__S_V004_S022.mp4,05_项目活动\山地越野车\002_安吉_山地越野车__S_V004_S022.mp4,1080,800,0.7,0.346,2026-07-03T14:05:43
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\山地越野车\003_安吉_山地越野车__S_V004_S023.mp4,05_项目活动\山地越野车\003_安吉_山地越野车__S_V004_S023.mp4,1080,694,2.1,0.819,2026-07-03T14:05:46
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\挖笋农事体验\001_安吉_挖笋农事体验__S_V003_S024.mp4,05_项目活动\挖笋农事体验\001_安吉_挖笋农事体验__S_V003_S024.mp4,720,364,1.333,0.153,2026-07-03T14:05:48
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\挖笋农事体验\002_安吉_挖笋农事体验__S_V003_S025.mp4,05_项目活动\挖笋农事体验\002_安吉_挖笋农事体验__S_V003_S025.mp4,720,446,1.133,0.12,2026-07-03T14:05:49
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\挖笋农事体验\003_安吉_挖笋农事体验__S_V003_S026.mp4,05_项目活动\挖笋农事体验\003_安吉_挖笋农事体验__S_V003_S026.mp4,720,392,3.267,0.404,2026-07-03T14:05:52
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\文化参观\001_安吉_文化参观__S_V006_S017.mp4,05_项目活动\文化参观\001_安吉_文化参观__S_V006_S017.mp4,720,486,0.967,0.04,2026-07-03T14:05:54
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\文化参观\002_安吉_文化参观__S_V006_S018.mp4,05_项目活动\文化参观\002_安吉_文化参观__S_V006_S018.mp4,720,486,0.867,0.077,2026-07-03T14:05:56
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\文化参观\003_安吉_文化参观__S_V006_S019.mp4,05_项目活动\文化参观\003_安吉_文化参观__S_V006_S019.mp4,720,438,1.2,0.116,2026-07-03T14:05:57
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\文化参观\004_安吉_文化参观__B_V006_S020.mp4,05_项目活动\文化参观\004_安吉_文化参观__B_V006_S020.mp4,720,438,1.333,0.086,2026-07-03T14:05:59
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\水上乐园\001_安吉_水上乐园__S_V001_S014.mp4,05_项目活动\水上乐园\001_安吉_水上乐园__S_V001_S014.mp4,720,364,4.567,0.855,2026-07-03T14:06:02
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\水上乐园\002_安吉_水上乐园__S_V001_S015.mp4,05_项目活动\水上乐园\002_安吉_水上乐园__S_V001_S015.mp4,720,366,3.3,0.525,2026-07-03T14:06:05
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\水上乐园\003_安吉_水上乐园__S_V001_S016.mp4,05_项目活动\水上乐园\003_安吉_水上乐园__S_V001_S016.mp4,720,420,3.2,0.658,2026-07-03T14:06:08
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\水上乐园\004_安吉_水上乐园__S_V002_S020.mp4,05_项目活动\水上乐园\004_安吉_水上乐园__S_V002_S020.mp4,720,336,1.733,0.158,2026-07-03T14:06:10
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\水上乐园\005_安吉_水上乐园__S_V002_S022_待人工确认.mp4,05_项目活动\水上乐园\005_安吉_水上乐园__S_V002_S022_待人工确认.mp4,720,336,6.967,0.519,2026-07-03T14:06:13
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\水上拓展\001_安吉_水上拓展__S_V008_S020.mp4,05_项目活动\水上拓展\001_安吉_水上拓展__S_V008_S020.mp4,720,602,0.833,0.65,2026-07-03T14:06:15
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\水上拓展\002_安吉_水上拓展__S_V008_S021.mp4,05_项目活动\水上拓展\002_安吉_水上拓展__S_V008_S021.mp4,720,558,1.467,1.455,2026-07-03T14:06:17
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\水上拓展\003_安吉_水上拓展__S_V008_S040.mp4,05_项目活动\水上拓展\003_安吉_水上拓展__S_V008_S040.mp4,720,660,1.5,0.625,2026-07-03T14:06:20
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\水上拓展\004_安吉_水上拓展__S_V010_S002.mp4,05_项目活动\水上拓展\004_安吉_水上拓展__S_V010_S002.mp4,720,432,5.367,1.052,2026-07-03T14:06:24
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\水上拓展\005_安吉_水上拓展__S_V010_S017.mp4,05_项目活动\水上拓展\005_安吉_水上拓展__S_V010_S017.mp4,720,574,3.167,1.579,2026-07-03T14:06:28
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\水上拓展\006_安吉_水上拓展__S_V010_S018.mp4,05_项目活动\水上拓展\006_安吉_水上拓展__S_V010_S018.mp4,720,476,2.6,1.343,2026-07-03T14:06:31
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\溯溪玩水\001_安吉_溯溪玩水__S_V001_S020.mp4,05_项目活动\溯溪玩水\001_安吉_溯溪玩水__S_V001_S020.mp4,720,446,0.7,0.14,2026-07-03T14:06:34
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\溯溪玩水\002_安吉_溯溪玩水__S_V001_S021.mp4,05_项目活动\溯溪玩水\002_安吉_溯溪玩水__S_V001_S021.mp4,720,410,1.1,0.117,2026-07-03T14:06:35
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\溯溪玩水\003_安吉_溯溪玩水__S_V001_S022.mp4,05_项目活动\溯溪玩水\003_安吉_溯溪玩水__S_V001_S022.mp4,720,364,2.067,0.371,2026-07-03T14:06:38
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\溯溪玩水\004_安吉_溯溪玩水__S_V001_S025.mp4,05_项目活动\溯溪玩水\004_安吉_溯溪玩水__S_V001_S025.mp4,720,410,0.633,0.173,2026-07-03T14:06:40
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\溯溪玩水\005_安吉_溯溪玩水__A_V001_S026.mp4,05_项目活动\溯溪玩水\005_安吉_溯溪玩水__A_V001_S026.mp4,720,446,0.5,0.091,2026-07-03T14:06:42
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\溯溪玩水\006_安吉_溯溪玩水__A_V001_S027_待人工确认.mp4,05_项目活动\溯溪玩水\006_安吉_溯溪玩水__A_V001_S027_待人工确认.mp4,720,446,0.733,0.045,2026-07-03T14:06:44
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\溯溪玩水\007_安吉_溯溪玩水__A_V001_S028.mp4,05_项目活动\溯溪玩水\007_安吉_溯溪玩水__A_V001_S028.mp4,720,410,0.7,0.074,2026-07-03T14:06:45
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\溯溪玩水\008_安吉_溯溪玩水__S_V001_S029.mp4,05_项目活动\溯溪玩水\008_安吉_溯溪玩水__S_V001_S029.mp4,720,462,3.233,0.771,2026-07-03T14:06:48
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\溯溪玩水\009_安吉_溯溪玩水__S_V008_S002.mp4,05_项目活动\溯溪玩水\009_安吉_溯溪玩水__S_V008_S002.mp4,720,556,1.1,0.666,2026-07-03T14:06:51
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\溯溪玩水\010_安吉_溯溪玩水__S_V008_S003.mp4,05_项目活动\溯溪玩水\010_安吉_溯溪玩水__S_V008_S003.mp4,720,466,0.767,0.45,2026-07-03T14:06:53
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\溯溪玩水\011_安吉_溯溪玩水__S_V008_S004.mp4,05_项目活动\溯溪玩水\011_安吉_溯溪玩水__S_V008_S004.mp4,720,686,1.833,0.718,2026-07-03T14:06:55
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\溯溪玩水\012_安吉_溯溪玩水__S_V008_S018.mp4,05_项目活动\溯溪玩水\012_安吉_溯溪玩水__S_V008_S018.mp4,720,556,2.2,1.525,2026-07-03T14:06:58
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\溯溪玩水\013_安吉_溯溪玩水__S_V010_S003.mp4,05_项目活动\溯溪玩水\013_安吉_溯溪玩水__S_V010_S003.mp4,720,472,2.533,0.698,2026-07-03T14:07:01
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\001_安吉_漂流__S_V001_S030.mp4,05_项目活动\漂流\001_安吉_漂流__S_V001_S030.mp4,720,408,2.333,0.785,2026-07-03T14:07:04
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\002_安吉_漂流__S_V001_S031.mp4,05_项目活动\漂流\002_安吉_漂流__S_V001_S031.mp4,720,372,2.4,1.022,2026-07-03T14:07:07
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\003_安吉_漂流__S_V001_S032.mp4,05_项目活动\漂流\003_安吉_漂流__S_V001_S032.mp4,720,412,2.1,0.701,2026-07-03T14:07:09
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\004_安吉_漂流__S_V002_S001.mp4,05_项目活动\漂流\004_安吉_漂流__S_V002_S001.mp4,720,380,0.633,0.177,2026-07-03T14:07:11
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\005_安吉_漂流__S_V002_S002.mp4,05_项目活动\漂流\005_安吉_漂流__S_V002_S002.mp4,720,388,1.7,0.41,2026-07-03T14:07:13
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\006_安吉_漂流__S_V002_S003.mp4,05_项目活动\漂流\006_安吉_漂流__S_V002_S003.mp4,720,360,1.4,0.535,2026-07-03T14:07:16
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\007_安吉_漂流__S_V002_S004.mp4,05_项目活动\漂流\007_安吉_漂流__S_V002_S004.mp4,720,336,0.9,0.186,2026-07-03T14:07:18
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\008_安吉_漂流__A_V002_S005.mp4,05_项目活动\漂流\008_安吉_漂流__A_V002_S005.mp4,720,380,1.667,0.429,2026-07-03T14:07:20
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\009_安吉_漂流__S_V006_S028.mp4,05_项目活动\漂流\009_安吉_漂流__S_V006_S028.mp4,720,524,2.6,0.663,2026-07-03T14:07:22
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\010_安吉_漂流__S_V006_S029.mp4,05_项目活动\漂流\010_安吉_漂流__S_V006_S029.mp4,720,486,1.7,0.473,2026-07-03T14:07:24
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\011_安吉_漂流__S_V006_S030.mp4,05_项目活动\漂流\011_安吉_漂流__S_V006_S030.mp4,720,486,4.333,0.629,2026-07-03T14:07:28
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\012_安吉_漂流__S_V006_S031.mp4,05_项目活动\漂流\012_安吉_漂流__S_V006_S031.mp4,720,490,1.7,0.381,2026-07-03T14:07:30
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\014_安吉_漂流__S_V008_S001.mp4,05_项目活动\漂流\014_安吉_漂流__S_V008_S001.mp4,720,558,1.0,0.536,2026-07-03T14:07:33
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\015_安吉_漂流__S_V008_S006.mp4,05_项目活动\漂流\015_安吉_漂流__S_V008_S006.mp4,720,556,0.733,0.351,2026-07-03T14:07:35
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\016_安吉_漂流__S_V008_S022.mp4,05_项目活动\漂流\016_安吉_漂流__S_V008_S022.mp4,720,608,1.7,0.809,2026-07-03T14:07:37
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\017_安吉_漂流__S_V008_S023.mp4,05_项目活动\漂流\017_安吉_漂流__S_V008_S023.mp4,720,558,2.7,1.832,2026-07-03T14:07:40
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\018_安吉_漂流__S_V008_S032.mp4,05_项目活动\漂流\018_安吉_漂流__S_V008_S032.mp4,720,684,2.033,1.128,2026-07-03T14:07:43
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\019_安吉_漂流__S_V008_S033.mp4,05_项目活动\漂流\019_安吉_漂流__S_V008_S033.mp4,720,500,1.567,0.496,2026-07-03T14:07:45
